No.,Location,geo_State,Full_address,Latitude,Longitude,Fee_Type,ERU(ft2),Fee,Year Created,Population,geo_Accuracy Score,geo_Zipcode
1672,Richland,WA,Richland WA,46.2853081,-119.4459248,E,3000,3.85,1998,48058,1,
1673,Sammamish,WA,Sammamish WA,47.6059848,-122.0282373,E,,18.75,2012,63773,0.9,
1674,San Juan County,WA,San Juan County WA,48.5579386,-123.2639192,T,,3.85,2005,15844,1,
1675,Seatac,WA,Seatac WA,47.4423322,-122.3306402,V ,,11.05,1992,26909,0.7,
1676,Seattle,WA,Seattle WA,47.6131746,-122.4821467,T,,31.95,1987,602778,1,
1677,Sedro-Woolley,WA,Sedro-Woolley WA,48.5091395,-122.2801919,E,10000,10.8,2007,10540,1,
1678,Shelton,WA,Shelton WA,47.2202825,-123.1472983,T,,22.7,1995,8442,1,
1679,Shoreline,WA,Shoreline WA,47.755885,-122.3430729,T,,17.87,2009,53007,0.8,
1680,Skagit County,WA,Skagit County WA,48.473069,-122.8480142,T,,5,1994,102979,0.5,
1681,Snohomish,WA,Snohomish WA,47.9273881,-122.1284938,E,2500,15.27,2004,9098,1,
1682,Snoqualmie,WA,Snoqualmie WA,47.5273431,-121.9057563,E,2600,22.83,1997,1631,1,
1683,Spokane,WA,Spokane WA,47.6729347,-117.4821894,D,,4.42,2005,195629,1,
1684,Spokane County,WA,Spokane County WA,47.6536899,-117.71192,E,3160,3.33,1993,417939,1,
1685,Spokane Valley,WA,Spokane Valley WA,47.6550249,-117.244849,E ,3160,1.75,,,0.8,
1686,Stanwood,WA,Stanwood WA,48.2327343,-122.3825948,T ,,14.2,2015,6231,1,
1687,Steilacoom,WA,Steilacoom WA,47.1724025,-122.6292958,E,2500,19.39,1994,6049,1,
1688,Sultan,WA,Sultan WA,47.8731967,-121.8364113,E,4519,10.29,,4183,1,
1689,Sumas,WA,Sumas WA,48.994033,-122.3061701,T ,,1.5,2005,1265,1,
1690,Sumner,WA,Sumner WA,47.221363,-122.2676733,E,2400,16.33,,8504,1,
1691,Sunnyside,WA,Sunnyside WA,46.3103067,-120.0738799,A,,34.39,,13905,1,
1692,Tacoma,WA,Tacoma WA,47.2493512,-122.5268649,A,,29.74,1984,193556,1,
1693,Thurston County,WA,Thurston County WA,46.9782523,-122.9825708,T,,4.5,2002,207355,1,
1694,Toppenish,WA,Toppenish WA,46.3836784,-120.3435243,E,2000,1,1991,8946,1,
1695,Tukwila,WA,Tukwila WA,47.4755522,-122.2793172,T,,15.42,1989,17181,0.9,
1696,Tumwater,WA,Tumwater WA,46.9871149,-122.922268,E,3250,10.63,1987,12698,0.9,
1697,University Place,WA,University Place WA,47.2156277,-122.6146085,T,,15.93,1995,29933,1,
1698,Vancouver,WA,Vancouver WA,45.6382916,-122.7589678,E,2500,10.13,1994,157493,1,
1699,Walla Walla,WA,Walla Walla WA,46.0628092,-118.3687452,E,5000,12.6,1999,30945,1,
1700,Walla Walla County,WA,Walla Walla County WA,46.3034657,-118.7965326,E ,5000,3,2010,59844,1,
1701,Washougal,WA,Washougal WA,45.5809655,-122.416113,D ,,16.28,2010,15466,1,
1702,Wenatchee,WA,Wenatchee WA,47.4282527,-120.3657813,E,3000,7.86,1995,27856,1,
1703,West Richland,WA,West Richland WA,46.3108861,-119.5489468,T,,7,2006,8358,1,
1704,Woodinville,WA,Woodinville WA,47.7506474,-122.1783049,T ,,7.26,1993,9194,1,
1705,Woodland,WA,Woodland WA,45.9122172,-122.7791053,E ,4000,4.48,2020,6358,1,
1706,Woodway,WA,Woodway WA,47.790629,-122.4085441,T,,12.81,,1307,0.8,
1707,Yakima,WA,Yakima WA,46.5941145,-120.5831094,E,3600,29.5,2007,71845,1,
1708,Yelm,WA,Yelm WA,46.9427898,-122.6950386,T,,10.25,1999,3289,1,
1709,Allouez,WI,Allouez WI,44.4716779,-88.0613722,E,3663,7.5,2006,14126,0.5,
1710,Altoona,WI,Altoona WI,44.8009286,-91.4728279,T,,3,2007,6789,1,54720
1711,Antigo,WI,Antigo WI,45.1383181,-89.1936042,E ,3069,3.52,2010,8004,1,54409
1712,Appleton,WI,Appleton WI,44.287727,-88.4671085,E,2368,14.58,1995,73243,1,54911
1713,Ashwaubenon,WI,Ashwaubenon WI,44.4781093,-88.1288009,F,,4.17,2012,16973,1,
1714,Baraboo,WI,Baraboo WI,43.4673514,-89.7814733,E ,2379,4.1,2005,1828,1,53913
1715,Barron,WI,Barron WI,45.4032409,-91.8801713,E ,10850,2,2005,3425,1,54812
1716,Bayside,WI,Bayside WI,43.1834157,-87.9378054,E ,5269,18.58,2009,4411,0.5,54723
1717,Beaver Dam,WI,Beaver Dam WI,43.4729038,-88.8956291,E ,2637,4.05,2009,16243,1,53916
1718,Belleville,WI,Belleville WI,42.8651046,-89.5534966,E ,2800,4.17,2010,2426,1,53508
1719,Bellevue,WI ,Bellevue WI ,44.4619656,-88.023478,E ,3221,4,2002,14742,0.5,
1720,Beloit,WI,Beloit WI,42.5322902,-89.0830446,E ,3347,3.5,2006,36913,1,53511
1721,"Brookfield (Town of, not City of)",WI,Town of Brookfield WI,43.0609223,-88.1946493,V ,,6.8,,6390,0.5,53005
1722,Brown Deer,WI,Brown Deer WI,43.1707657,-88.0079069,E ,3257,8.84,2004,12061,0.5,53120
1723,Buchanan,WI ,Buchanan WI ,44.2795276,-88.4168671,E ,3623,8,2018,5827,0.5,
1724,Butler,WI,Butler WI,43.1079333,-88.0803302,E ,3032,7.18,1999,1846,1,53007
1725,Caledonia,WI,Caledonia WI,42.7994626,-87.8857039,E ,5230,5.44,,24737,1,53108
1726,Cambridge,WI,Cambridge WI,43.008527,-89.036241,D ,,2.33,2005,1101,1,53523
1727,Chetek,WI,Chetek WI,45.314627,-91.6839478,F ,,2.25,2005,2222,1,54728
1728,Chippewa Falls,WI,Chippewa Falls WI,44.9372151,-91.4655771,F ,,3.47,2005,13738,1,54729
1729,Cudahy,WI,Cudahy WI,42.9480729,-87.9001009,E ,2700,7.83,2001,18359,1,53110
1730,De Forest,WI,De Forest WI,43.2266772,-89.3783065,E ,2900,5,2005,9085,1,53532
1731,De Pere,WI,De Pere WI,44.4308126,-88.1471605,E ,3861,6.83,2003,20560,1,54115
1732,Delafield,WI,Delafield WI,43.0730505,-88.4598396,E ,1000,2.42,2004,7100,1,53018
1733,Denmark,WI,Denmark WI,44.3516648,-87.8468731,F ,,4,2007,2148,1,54208
1734,Durand,WI,Durand WI,44.6274281,-91.9985804,E ,3300,4,2010,1968,1,54736
1735,Eau Claire,WI,Eau Claire WI,44.8198698,-91.6213571,E ,3000,7.17,1997,66623,1,54701
1736,Elm Grove,WI,Elm Grove WI,43.0481634,-88.1220339,E ,4660,10.23,2004,5947,1,53122
1737,Fitchburg (city),WI ,Fitchburg city WI ,42.9880891,-89.4960461,E ,3700,6.5,2002,25665,0.5,
1738,Fitchburg (rural),WI,Fitchburg WI,42.9880891,-89.4960461,E ,3700,3.24,2002,4000,0.8,54981
1739,Fort Atkinson,WI,Fort Atkinson WI,42.9289359,-88.8767828,E ,3096,2.82,2009,12407,1,53538
1740,Fox Crossing,WI ,Fox Crossing WI ,44.2290172,-88.5113086,E ,4177,10,2009,10980,0.5,
1741,Fox Point,WI,Fox Point WI,43.1548095,-87.8985854,T ,,11.9,2009,6734,0.8,
1742,Franklin,WI,Franklin WI,42.8869734,-88.0796551,E ,2964,3,,35620,1,
1743,Garner's Creek Watershed,WI ,Garner's Creek Watershed WI ,44.2626449,-88.3280743,E ,3623,9.83,1998,,0.5,
1744,Glendale,WI,Glendale WI,43.1261641,-87.931236,E ,3200,4.5,1996,12935,0.8,
1745,Grand Chute,WI,Grand Chute WI,44.2816058,-88.4471635,E ,3283,8.32,1997,18392,1,
1746,Grantsburg,WI,Grantsburg WI,45.7841301,-92.7198358,F ,,2,2004,1397,1,
1747,Green Bay,WI,Green Bay WI,44.5231046,-88.1305771,E ,3000,9.84,2004,105809,1,
1748,Greendale,WI,Greendale WI,42.9374925,-88.0333543,E ,3941,6.63,2004,14117,1,
1749,Greenfield,WI,Greenfield WI,42.9594188,-88.0788755,E ,3630,5.67,2009,36903,0.5,
1750,Greenville,WI,Greenville WI,44.3002916,-88.554005,E ,4510,5.83,1999,6844,1,
1751,Hales Corners,WI,Hales Corners WI,42.940908,-88.0827132,E ,3952,1.17,2008,7730,1,
1752,Harrison,WI,Harrison WI,44.1341548,-88.2917724,F ,,8,1998,5800,0.8,
1753,Hobart,WI ,Hobart WI ,44.4884211,-88.213766,E ,4000,6,2007,6254,0.5,
1754,Holmen,WI,Holmen WI,43.9573809,-91.2950668,E ,3550,4.08,2007,9081,1,
1755,Howard,WI,Howard WI,44.562038,-88.0859691,E ,3301,5.16,2005,17602,0.9,
1756,Hudson,WI,Hudson WI,44.965445,-92.8002076,E ,2890,2.5,2012,12719,1,
1757,Janesville,WI,Janesville WI,42.6928508,-89.0797336,E ,3200,6.22,2003,63479,1,
1758,Jefferson,WI,Jefferson WI,43.0061269,-88.8407148,E ,3220,3.33,,7997,1,
1759,Kaukauna,WI,Kaukauna WI,44.2792926,-88.2977948,E ,2944,6,,12983,1,
1760,Kenosha,WI,Kenosha WI,42.5879923,-87.9368163,R ,,7.44,2007,99738,1,
1761,Kimberly,WI,Kimberly WI,44.2654369,-88.3558385,E,3350,9.17,2006,6508,1,
1762,La Crosse,WI,La Crosse WI,43.822505,-91.2869532,E ,2841,4.49,2011,51719,1,
1763,Lake Delton,WI,Lake Delton WI,43.5886215,-89.8532381,E ,1685,1.5,1993,1982,1,
1764,Lancaster,WI,Lancaster WI,42.8480896,-90.7395678,E ,2400,2,2008,3868,1,
1765,Lawrence,WI,Lawrence WI,44.364954,-88.431956,V ,,0.92,2012,3075,0.8,
1766,Ledgeview,WI,Ledgeview WI,44.421548,-88.0236793,E,5800,3.33,2010,3363,1,
1767,Lisbon,WI,Lisbon WI,43.1511481,-88.2637141,E,6642,4,2007,1020,0.5,
1768,Little Chute,WI,Little Chute WI,44.2903451,-88.3551078,E,2752,8.25,1998,10514,1,54140
1769,Madison,WI,Madison WI,43.0850975,-89.47646,R,,7.75,2001,236901,1,53702
1770,Manitowoc,WI,Manitowoc WI,44.1025149,-87.7608115,E,3167,6,2007,34053,1,54220
1771,Marinette,WI,Marinette WI,45.0903163,-87.6933811,E,3105,4.08,2009,10943,1,54143
1772,Marshfield,WI,Marshfield WI,44.6657697,-90.2436466,F,,5.5,2004,19220,1,54449
1773,Mazomanie,WI,Mazomanie WI,43.1734799,-89.8150085,E,3639,,2013,1652,1,53560
1774,McFarland,WI,McFarland WI,43.0202978,-89.3278788,E ,3456,7.06,2007,7937,1,53558
1775,Menasha,WI,Menasha WI,44.2154201,-88.4900815,E ,2980,8.25,2009,17442,1,54952
1776,Menomonee Falls,WI,Menomonee Falls WI,43.1486768,-88.1946696,V ,,,2002,35704,1,53051
1777,Menomonie,WI,Menomonie WI,44.8889347,-91.9774566,E ,3000,3,2008,14937,1,54751
1778,Middleton,WI,Middleton WI,43.113742,-89.5824945,E ,2880,3.75,,19660,1,53562
1779,Milton,WI,Milton WI,42.7723816,-88.9769168,E ,4081,5.24,2009,5538,1,53563
1780,Milwaukee,WI,Milwaukee WI,43.0580569,-88.1075127,E ,1610,5.65,2006,597867,1,53202
1781,Monona,WI,Monona WI,43.0621506,-89.333691,F ,,5,2004,7658,0.9,53716
1782,Monroe,WI,Monroe WI,42.5999953,-89.6799739,E ,2728,5,2006,10843,1,53566
1783,Mount Pleasant,WI ,Mount Pleasant WI ,42.7124899,-88.0045163,E ,3000,4.58,1998,26601,0.5,
1784,Mukwonago,WI,Mukwonago WI,42.8521956,-88.3647024,E ,3000,0.86,2006,8519,1,53149
1785,Neenah,WI,Neenah WI,44.1646077,-88.5488825,E ,3138,7.08,2003,25501,1,54956
1786,New Berlin,WI,New Berlin WI,42.9701958,-88.1981675,E ,4000,5,2001,39584,1,53146
1787,New Glarus,WI,New Glarus WI,42.8084696,-89.6723864,E ,3000,4.85,2009,2111,1,53574
1788,New Richmond,WI,New Richmond WI,45.1235382,-92.5906506,E ,12632,2.94,2004,8375,1,54017
1789,North Fond du Lac,WI,North Fond du Lac WI,43.810365,-88.4874535,E ,3123,4.67,2007,5014,0.9,54937
1790,Oak Creek,WI,Oak Creek WI,42.8863703,-87.9583745,E ,2964,2.42,,34451,1,53154
1791,Onalaska (City),WI,Onalaska City WI,43.8928943,-91.2696776,E ,3888,4.97,2009,17736,0.5,54650
1792,Onalaska (Town),WI,Onalaska Town WI,43.8928943,-91.2696776,E ,3709,2,2005,5600,1,54650
1793,Oshkosh,WI,Oshkosh WI,44.018177,-88.6353206,E,2817,12.41,2003,66083,1,54901
1794,Outagamie County,WI,Outagamie County WI,44.4162954,-88.4648555,E,8000,,,177913,0.87,54130
1795,Palmyra,WI,Palmyra WI,42.8788032,-88.6057346,F,,9.77,,2911,1,53156
1796,Pewaukee,WI,Pewaukee WI,43.0613815,-88.3148536,E,2010,10,2010,13195,1,53072
1797,Pleasant Prairie,WI,Pleasant Prairie WI,42.5328441,-88.0245532,E,2000,12,2006,19719,1,53158
1798,Plymouth,WI,Plymouth WI,43.7506541,-88.0338086,E,,2.5,2019,8729,1,53073
1799,Poynette,WI,Poynette WI,43.3922131,-89.4452004,E,3550,5,2006,2266,1,53955
1800,Prairie du Sac,WI,Prairie du Sac WI,43.2929786,-89.7689957,E,,3.62,,3231,1,53578
1801,Prescott,WI,Prescott WI,44.7504446,-92.8203828,E,,3.77,2010,4276,1,54021
1802,Pulaski,WI,Pulaski WI,44.6673963,-88.2715658,E ,4100,,,3682,1,54162
1803,Racine,WI,Racine WI,42.7298012,-87.8528594,E,2844,8.52,2004,78860,1,53401
1804,Raymond,WI,Raymond WI,42.8008503,-88.0125843,A,,2.08,2007,3516,0.8,53126
1805,Reedsburg,WI,Reedsburg WI,43.5324759,-90.0334508,E,3024,4.3,2008,8594,1,53958
1806,Rhinelander,WI,Rhinelander WI,45.6357096,-89.5059265,E ,3305,3.25,2012,7756,1,54501
1807,Rice Lake,WI,Rice Lake WI,45.4688474,-91.8153156,F ,,4.81,2011,8438,1,54868
1808,River Falls,WI,River Falls WI,44.8654565,-92.6497828,F ,,3.14,1998,14889,1,54022
1809,Rochester,WI,Rochester WI,42.7406051,-88.2409912,E ,4000,5.27,,,1,53167
1810,Saint Francis,WI,Saint Francis WI,42.9727225,-87.9062513,E ,2500,4,2001,9365,1,53235
1811,Salem,WI,Salem WI,42.5554205,-88.1255657,E ,3000,5,2010,9871,1,53168
1812,Scott,WI ,Scott WI ,45.942098,-92.164759,E ,4250,3.75,,3712,0.5,
1813,Sheboygan,WI,Sheboygan WI,43.7444861,-87.7654978,E ,2215,3,2001,50792,1,53081
1814,Shorewood Hills,WI,Shorewood Hills WI,43.0802299,-89.4460569,E ,2941,9.17,2007,1732,0.8,53705
1815,Silver Lake,WI,Silver Lake WI,42.5472513,-88.1844201,E ,3870,7.83,2008,2497,1,53170
1816,Slinger,WI,Slinger WI,43.3318804,-88.343777,E ,4300,3.98,2007,5068,1,53086
1817,Somers,WI,Somers WI,42.640327,-87.9278659,E ,5000,3.58,2018,9597,1,53171
1818,South Milwaukee,WI,South Milwaukee WI,42.9117235,-87.8957498,E ,2964,6,,21256,1,53172
1819,Stevens Point,WI,Stevens Point WI,44.5308469,-89.6210231,E,3364,4.92,,26748,1,54481
1820,Stoughton,WI,Stoughton WI,42.9230841,-89.2530429,E,3105,4.3,2012,12817,1,53589
1821,Sturtevant,WI,Sturtevant WI,42.7049627,-87.9342889,V ,,,2008,6941,1,53177
1822,Suamico,WI,Suamico WI,44.6194212,-88.177298,E ,5137,2.08,2008,12588,1,54173
1823,Sun Prairie,WI,Sun Prairie WI,43.1819138,-89.3039311,E ,3468,7.5,2003,29364,1,53590
1824,Superior,WI,Superior WI,46.696796,-92.2079542,E ,2933,5.9,2004,27368,1,54880
1825,Sussex,WI,Sussex WI,43.1349143,-88.2946021,E ,3897,8.76,2005,10518,1,53089
1826,Two Rivers,WI,Two Rivers WI,44.1526972,-87.656668,E ,3015,5.75,2014,11716,1,54241
1827,Union Grove,WI,Union Grove WI,42.6873427,-88.0877234,E,4000,7.28,2009,4884,1,53182
1828,Vernon,WI,Vernon WI,42.9036396,-88.261069,E,6904,1.08,2006,7227,1,
1829,Verona,WI,Verona WI,42.9862194,-89.5712569,E,2842,4.42,2009,10619,1,53593
1830,Washburn,WI,Washburn WI,46.6736441,-90.9282692,F,,5.25,2005,2280,1,54891
1831,Watertown,WI,Watertown WI,43.1930318,-88.7997865,E,2900,6.77,2005,22824,1,53094
1832,Waupun,WI,Waupun WI,43.6302128,-88.7739008,E,3204,8,2005,11340,1,53963
1833,Wauwatosa,WI,Wauwatosa WI,43.067711,-88.025547,E,2174,6.56,1999,47271,0.9,53213
1834,West Allis,WI,West Allis WI,43.0041465,-88.0225134,E,1827,6.43,1997,61254,0.9,53214
1835,West Milwaukee,WI,West Milwaukee WI,43.0124134,-87.9719355,E,1956,3,2003,4142,0.8,53214
1836,West Salem,WI,West Salem WI,43.9000529,-91.1185758,E,2400,1.5,2007,4837,1,54669
1837,Weston,WI,Weston WI,44.8946708,-89.5498689,E,3338,4.17,2004,14904,0.8,54474
1838,Whitefish Bay,WI,Whitefish Bay WI,43.1168105,-87.8948845,E ,3045,8.33,,,0.8,53217
1839,Whitewater,WI,Whitewater WI,42.8347046,-88.7551406,E,3850,6.17,2007,14769,1,53190
1840,Wind Point,WI,Wind Point WI,42.7831724,-87.7693515,E,3857,2.71,2008,1717,0.8,53402
1841,Wisconsin Rapids,WI,Wisconsin Rapids WI,44.3881737,-89.882524,E,2620,2.92,2008,18217,1,54494
1842,Beckley,WV,Beckley WV,37.789662,-81.2512477,E,3000,3.75,2007,17606,1,25801
1843,Fairmont,WV,Fairmont WV,39.4663319,-80.2290346,D,,5.5,2006,18737,1,26554
1844,Huntington,WV,Huntington WV,38.4078562,-82.5820191,T,,7.15,2017,49138,1,25701
1845,Hurricane,WV,Hurricane WV,38.425874,-82.0473868,D,,1.5,2005,6359,1,25526
1846,Milton,WV,Milton WV,38.43687,-82.1676421,T,,5.08,2016,2498,1,25541
1847,Morgantown,WV,Morgantown WV,39.6351518,-79.9785706,T ,,5.88,2011,31000,1,26501
1848,Moundsville,WV,Moundsville WV,39.9222341,-80.757653,D ,,5,2010,8887,1,26041
1849,Oak Hill,WV,Oak Hill WV,37.9866249,-81.1885727,D,,5,2003,7713,1,25901
1850,Saint Albans,WV,Saint Albans WV,38.378925,-81.8581242,T ,,8.5,2011,10973,1,25177
1851,Vienna,WV,Vienna WV,39.3223405,-81.5669777,F ,,4,2010,10686,1,26105
